first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 portia, george,9, taronga place, , rosebud,2620, wa,19670721,1688777
 rachel, dinh,12, kidston crescent, , taigum,2560, wa,19140331,1015158
 christian, littlely,3, meyers place, burtons lookout, maryvale,5268, wa,19001019,4011513
 amber, vincent,313, kneeshaw street, vlla 18 pacific bay resort, oyster bay,4740, nsw,19901002,2066144
 robert, nguyen,22, barlow street, fred lean hostel, dickson,6152, nsw,19140127,9527501
 tayla, vandelaar,38, boehm close, florina park, port macquarie,2077, vic,19210928,6944524
 alice, godfrey,2919, florence taylor street, wilga, kempsey,2761, vic,19910330,3541229
 renee, brock,10, maddock place, , ferndale,7268, vic,19760915,4013281
 joshua, donaldson,157, macfarland crescent, boonawah, belmont,2615, qld, ,9586561
 joel, bishop,10, french street, cedarview, orange,3223, nt, ,1324854
 campbell, dichiera,478, quiros street, edenlea retirement, frenchs forest,2478, qld,19851030,7481927
 jacqueline, tomich,34, giles street, noorla, kilsyth,7030, wa,19230609,5698710
 jai, hartkop,29, carr crescent, palestine, bangor,3013, sa,19150518,4003978
 noah, tiller,264, miranda place, ivydale (rsd 1820), mullumbimby,3131, nsw,19780216,7578909
 samantha, white,9, tillyard drive, tieve tara, hawthorne,3068, vic,19310120,8686735
 thomas, slack-smith,106, hawken street, emmaus vlge, kirwan,2566, vic,19900607,2094894
 alexander, stoneman,124, kent street, sec 1, northgate,4010, qld,19320612,7675532
 micaela, harrington,9, burrinjuck crescent, locn 2192, condell park,3175, nsw,19971004,2317861
 jared, allsopp,35, theodore street, peroomba, hazelbrook,4121, nsw,19511220,5416662
 aleisha, bridgland,11, arndell street, tathra, kempsey,2594, sa,19931019,4871743
 reuben, mccarthy,130, greenvale street, delaware, hoppers crossing,6019, nsw,19030224,5053375
 indiana, goode,4, galibal street, antanoff' south, east maitland,3183, vic,19420313,5648189
 caleb, miotto,6, besant street, shadell, bayswater,3033, sa,19610729,6597548
 alana, frahn,530, a'beckett street, pyramid caravn park, lakes entrance,2477, vic,19630307,4624018
 bailey, garcia,2, archibald street, kimberley, banyo,3071, act,19351102,2638117
 joshua, white,11, finlayson place, hayfield vlge, the entrance,4178, nsw,19560417,3821555
 alex, clarke,12, fiveash street, emerald garden, homebush,2321, nsw,19840627,7280280
 imogen, beaty,68, hilder street, , toowoomba,2120, nsw,19771106,4994511
 marleigh, miell,20, spring range road, tulloch, peakhurst,4226, vic,19931025,4689620
 caitlin, bossence,58, aston crescent, greenslopes, condell park,3023, nsw,19040426,7998798
 millie, neville,38, menzies court, , toowoomba,2066, nsw,19950511,8251642
 oliver, jacobus,6, tiptree crescent, crestfield, lansvale,4013, vic,19260331,1158763
 abbey, colquhoun,21, buntine crescent, glen eden, thornlie,2390, nsw,19960607,7703106
 tiarna, chestnut,7, lee-steere crescent, river mews, burpengary,3461, nsw,19850302,6789617
 jack, redmond,6, beaver place, john flynn medical centre, surry hills,4165, qld,19321116,4060196
 thomas, butt,11, freeling crescent, mylo house hostel, paterson,2486, nsw,19711104,4301794
 gabriel, moyse,12, currie crescent, platina, sefton,3337, wa,19160926,3553783
 katelin, dent,29, sugarloaf circuit, wildefell, windsor,4503, qld,19280517,4402607
 isabella, matthews,48, may maxwell crescent, corporate house, armidale,6016, qld,19060809,1255415
 brooke, hendricks,34, eucumbene drive, lake downs super fine merino stud, narooma,3177, nsw,19450517,6179346
 andrew, webb, , lukin place, craiglea, south brisbane,2500, vic,19001025,2313225
 sam, reeh,275, forbes street, , alligator creek,2167, wa,19060718,3497084
 , dojcic,15, barraclough crescent, brookvale, tolga,2025, qld,19990331,7180320
 madeline, liteplo,28, mckay garden, kangaroo grnd, creswick,2871, nsw,19640410,9983895
 emiily, scheel,12, cuscaden crescent, hopeview, jamboree heights,4816, vic,19521013,4479115
 gabrielle, toseland,3, pinkerton circuit, lethbridge court, campbellfield,2590, qld,19200414,6631971
 toby, walkley,29, hatfield street, st helens, albury,2528, nsw,19350608,9827400
 matthew, apted,18, atherton street, currumbin hill, port macquarie,3183, vic,19590825,9425976
 kayden, nguyen,52, batman street, willaroo, toowoomba,2763, nsw,19940208,6065480
 benjamin, lovelock,1, tanumbirini street, apmnt 203, willetton,4570, nsw,19980628,6282406
 natalia, streich,2, aspinall street, blackridge flyfishing school, oak park,3138, vic,19250521,2222516
 harley, matthews,32, badimara street, munmurra park, kinross,6051, qld,19820215,7336254
 zac, dixon,101, dodwell street, unt 3, macgregor,4627, wa,19960221,8228346
 , painter,60, cockle street, tantallon, casula,3064, nsw,19181001,4954628
 benjamin, green,11, marou place, city centre plaza, clear mountain,5115, nsw,19810305,8410885
 jenna, shew,21, fincham crescent, rosetta village, thornleigh,3111, vic,19060322,7681478
 aidan, campbell,41, edwards street, clanville, rolleston,4130, nsw,19410718,8324852
 zali, walpole,25, william hudson crescent, muralappi, brymaroo,3174, wa,19550701,9616019
 hannah, bishop,79, merriman crescent, , millgrove,4625, nsw,19740414,4492531
 bryce, morrison,1, clavert place, rowethorpe, parramatta park,3214, nsw,19080915,8125144
 ellie, reid,35, nemarang crescent, brandywine stud, jarra creek,4051, wa,19090612,3825290
 anthony, browne,118, , riverside park, elwood,5023, nsw,19320227,7567935
 yasmin, reid,8, gurr street, gunn's gully, san remo,2011, nsw,19530308,5213022
 lucas, simmonds,20, blackwood terrace, lyndon lodge, kilmore,6333, wa,19101023,5919385
 sascha, matthews,5, canopus crescent, willalooka, asquith,7250, act,19670719,7320513
 sienna, richmond,37, kitchener street, reynolds dale, whitebridge,2151, wa,19440523,4917696
 james, ,12, mewton place, ellwood, st georges basin,3073, vic,19250703,5362406
 jai, riddell,8, jane price crescent, industrial estate, mount helen,2830, nsw,19720618,9147307
 jasper, morrish,6, mirrool street, bristin, mosman,2745, nsw,19640228,1807750
 oliver, beattie,68, brigden crescent, mortlach, matraville,6164, vic,19030824,4461623
 cassandra, cappelluti,3, flecker place, , holden hill,2529, nsw,19350419,7613246
 lewis, ryan,10, melba street, binna burra mountain lodge, yerrinbool,5118, vic,19591211,9701047
 isabella, concannon,15, alli place, mlc centre, keilor east,822, sa,19410803,1922236
 aliza, lloydd-wright,42, port jackson circuit, grnny flt, brisbane,3078, qld,19800509,1628855
 isabella, flassman,28, mceachern crescent, st vincents hospital, rosebud,2122, qld,19651224,1271090
 travis, whale,2, sutton place, trumalon, terrigal,3976, sa,19320724,1928625
 talena, richmond,25, hopetoun circuit, tricorne (cnr scone r road, south melbourne,3055, nsw,19621215,1051084
 joshua, arribas,30, nicholas street, dangaroo park, narellan,4068, nt,19800502,7705455
 lawson, brooker,6, , cascades, brunswick heads,3218, nsw,19960904,
 jacob, blunden,31, hilder street, brentwood vlge, campsie,2566, vic,19120207,5419000
 faith, dougal,921, levey place, minora cotge, toowoomba,2905, nsw,19550808,1574726
 tiarna, cannell,685, deacon close, , wooli,2287, wa,19020305,6547713
 james, ,2, frome street, diacos caravn prk, sylvania,5203, vic, ,2532680
 cameron, shepherd,16, clift crescent, nurock, northgate,2340, qld,19620826,1930833
 matthew, gartz,60, cromwell circuit, mari-ma farm, holden hill,812, nsw,19000327,9274478
 lochlan, reifferscheidt,626, carrington road, haigh park, eaton,4172, vic,19020119,6477624
 saara, ljubic,2, tompsitt court, gracewood aged care centre, melville,4575, sa,19970725,3886202
 hayley, hanna,240, burhop close, peridon vlge, ryde,2077, nsw,19491020,3697216
 ruben, weaver, , stevenson street, tallinga park, wahroonga,5280, vic,19190427,1196393
 samuel, rudd,46, powlett street, gilgowie jacks, kingston,3453, sa,19580819,7309587
 deakin, michelmore, , percival street, west aerodrome, kyogle,2540, vic,19911030,6770823
 kiana, lenzi,35, bugden avenue, the meadows, goodooga,2075, ,19110824,6557448
 alysha, reid,747, clive steele avenue, townhouse 5, kiama heights,3170, vic,19940904,7294389
 seth, salt,148, carss place, burnside, alice springs,4005, sa,19531004,9880146
 olivia, matthews,7, frater crescent, waterdale, marmion,3185, qld,19230219,8833281
 brodie, green,169, staunton place, , bellevue hill,3171, nsw,19690410,5667813
 konstantinos, white,13, clive steele avenue, , crookwell,2211, wa,19440706,5173965
 douglas, fitzpatrick,16, booroondara street, shadoof lodge, toodyay,2259, vic,19050428,2826631
 gianni, white,34, max henry crescent, maf-ue arabians, ballarat,2680, nsw,19501101,4846207
 lauren, hainke,2, la perouse street, rhode island resort, old erowal bay,4505, qld,19040319,8687104
 matthew, adair,6, langdon avenue, cinema centre bldg, upwey,3095, sa,19031126,6474688
 , leslie,925, carpenter close, , canterbury,2340, vic,19950608,2438058
 alia, haydock-wilson,6, croton street, kimberley, the entrance,3132, nsw,19901212,3171838
 matthew, dibble,58, candlebark close, mt callan, acacia ridge,5253, vic,19341010,2053693
 jack, carbone,55, wrenfordsley place, , moura,2038, vic,19710726,1202844
 solomon, boecke,42, dirrawan garden, , whitfield,2099, qld,19321217,7045068
 georgia, demetriou,17, canberra avenue, glen brae, ballina,3871, nsw,19200828,1391870
 tiffany, green,32, sid barnes crescent, dudley specialist medical centre, wingfield,2027, qld,19860328,4528322
 bridget, hand,210, bunton place, flt 10, parkinson,2705, nsw,19391228,3815665
 sebastian, demarco,9, cotter road, kelman vineyard, wyongah,4670, ,19050730,3478101
 alexander, shepherd,11, sprent street, orange specialist medical centre, taree,812, nsw,19121023,6769513
 giorgia, ditty,10, williams street, rawdon hill, tarnagulla,2404, vic,19171102,3194066
 jordan, berry,41, anderson street, wilga, moorabbin,2097, vic,19880826,2009434
 fergus, byers,11, marlock street, grammar school, west croydon,7011, sa,19350908,6065967
 jake, gillard,121, blackbutt street, ethnam farm, maitland,3088, nsw,19590828,1616065
 chelsea, miles,23, illawarra court, rosehill, greensborough,2230, qld,19950926,1751900
 isabella, everett,25, pike place, rowethorpe, marsden,2152, nsw,19110816,6653129
 louise, butt,20, chirnside circuit, robina, mclaren vale,7004, vic,19250204,4646918
 jordyn, grafton,6, springvale drive, fernbank, sunshine,3186, vic,19350919,3481992
 chloe, matthews,3, city walk arcade, sheep station, pallarenda,4210, vic,19590508,9412116
 jock, wilde,8, laidley place, halfmoon station, burnett heads,4702, nsw,19001220,4981468
 taliah, carmody,37, carstensz street, frank jeffrey hostel, blakeview,3094, vic,19940123,
 daniel, glass,8, roe street, rowethorpe, williamstown,2026, tas,19170309,4569679
 zachary, hulands,51, caley crescent, illoura glass studio, albany creek,5162, tas,19360826,9722255
 imogen, kiosses,2, quandong street, overnewton, arundel,5024, sa,19751002,1581588
 eleni, bartel,11, maribyrnong avenue, montrose, toowoomba,2063, qld,19491112,4998898
 sebastian, doody,10, mcintyre street, , molong,2061, qld,19881126,4712894
 joshua, every,14, scoble place, hawkins masonic vlge, gray,4216, nsw,19241220,9182595
 olivia, david,67, , thorndale, chelsea heights,4217, wa,19910923,3201406
 jake, david,13, pearson street, henry kendall bayside, casino,2076, sa,19320306,5193402
 zachariah, campbell,32, gellibrand street, carowood, keswick,3148, vic,19271210,2544494
 brianna, parr,12, sid barnes crescent, , orange,4744, qld,19210526,7179398
 matthew, mason,14, derrington crescent, santa lucille, avalon,2602, nsw,19280503,6339601
 georgia, weidenbach,4, marou place, blueberry, innaloo,4068, vic,19280919,5368200
 danjel, ang,8, reader court, villa 2, arundel,3146, nsw,19470912,2029176
 joshua, crouch,94, forbes street, westerdale, johnsonville,2327, sa,19700216,4813329
 emma, fitzpatrick,190, maltby circuit, avonleigh, broadmeadows,2489, nsw,19930629,6950798
 teagan, white,54, knoll place, wangaya, padstow,6107, nsw,19210314,9334133
 lachlan, rollitt,566, cossington smith crescent, the manor garden, pottsville,3216, qld,19051107,2847641
 emiily, lowry,31, chaseling street, wonba, ingleburn,2193, nsw,19940616,9820630
 noah, white,2, bardsley place, lindoran, boorowa,5021, tas,19480206,7052624
 kayla, lomman,11, barber crescent, springetts arcade, south arm,2101, nsw,19970818,5339302
 caitlin, terend,47, fullagar crescent, hounbank, broadmeadows,2370, vic,19740828,3463191
 isobel, dreckow,10, landor place, harlyn, old toongabbie,2650, qld,19101019,2584672
 michelle, dearing,183, riordan street, dunbar heights, coomera,3219, wa,19000323,4082175
 jack, fitzpatrick,16, norman street, lort heights, scarborough,2527, ,19190814,5911934
 cain, berry,50, perry drive, , mont albert,4352, vic,19990822,4009274
 benjamin, blake,4, phillimore place, tara park, sutton forest,3300, nsw,19481216,9939498
 aaron, baohm, , , locn 316, upper coomera,6016, qld, ,7238727
 lucy, bickerstaffe,108, graham street, , marmong point,3153, qld,19860422,2491252
 , papageorgiou,22, wisdom place, lazee m, smithfield plains,2350, nsw,19070623,4609745
 makenzi, boase,29, box hill avenue, carrington retrmnt vlge, oak flats,2036, sa,19770104,4259426
 channing, genovese,193, fernyhough crescent, cockatoo, clayton,7140, sa,19570424,4371940
 emiily, clarke,5, john russell circuit, , canley heights,5032, wa,19760608,4952094
 kyle, zagar,79, buller crescent, burundah, klemzig,6030, wa,19400504,1168847
 leo, waterfall,1, mockridge crescent, aptmn 12, malvern east,4157, vic,19430408,8187145
 michael, seib,107, spain place, heritage est, carine,3802, tas,19520914,7908615
 thomas, brain,108, brewster place, geelong grove, eight mile plains,2114, qld,19851127,8873329
 william, croker,42, belmore garden, norellen, stephens,4207, qld,19190108,9397232
 connor, karvelas, , ballow crescent, gold ridge, irymple,5357, vic,19311120,9256286
 tiana, webb,59, spalding street, , glendorf,2444, nsw,19270920,6947860
 marleigh, sideris,42, henry melville crescent, bocking, morpeth,3039, sa,19251227,6987405
 corey, green,8, blamey crescent, briony downs, cardiff,3121, qld,19961225,6076482
 liam, steed,61, traeger street, table mountain, rowville,7010, nt,19110729,7786184
 thomas, monis,30, schofield place, duck creek, terrey hills,2145, nsw,19620331,3724382
 alexandra, vinaev,88, kinsella street, brentwood village, leeton,2045, act,19161210,5025450
 kyle, butt,7, beaurepaire crescent, brightwater villas, bunbury,4750, nsw,19650102,8272544
 oliver, pimershofer,23, betts place, moondarook, port pirie,3130, nsw,19431226,4369551
 kobe, buckinghan,47, wrixon street, the willows, kariong,3357, vic,19481019,9604781
 clain, green,20, osborne place, lakewood estate, aldinga beach,6172, nsw,19210628,8724836
 timothy, matthews,2, blandon place, harrowvale, mill park,3184, nsw,19560930,6083907
 alicia, dixon,22, embling street, kimberley park, upper coomera,3551, vic,19860731,2677733
 erin, kunoth,131, wyselaskie circuit, grange house, wendouree,6107, vic,19340721,4791842
 maya, coffey,11, tucana street, bombowlee, dianella,2795, nsw,19880218,2732680
 zachary, stanley,6, luehmann street, southern cross, berwick,2099, sa,19031015,3379992
 helena, haskett,5, namadgi circuit, ryanfield, berowra heights,7307, qld,19560926,3772585
 leah, eisele,16, howie court, oaks caravan village, dunkeld,2505, nsw, ,6306615
 caitlin, khammash,359, carbeen street, salimtal, elsternwick,2430, nsw,19810113,7990656
 tegan, rosendale,1, sherbrooke street, nazareth village, innaloo,2250, wa,19801011,9351309
 michaela, wilkins,1, hoseason street, robley house, jamestown,3782, nsw,19390517,4477585
 kyle, kalogerakos, , aird place, cassia, granville,4680, wa,19950119,4748391
 tyler, clarke,11, bogan place, , werrington,4500, qld,19720225,3711822
 caitlin, weaver,298, vagabond crescent, francis chambers, thornbury,5072, nsw,19680909,7831777
 georgia, benger,1, mccay place, braeburn, pimpama,2153, nsw,19830402,3445535
 simon, ,151, waddell place, northwest medical centre, palmerston,2913, nsw,19590525,5350801
 ruby, allchin,20, mccarten place, glenhurst, ascot,2106, sa,19470412,1630282
 connor, dantiochia,8, wiburd street, solander centre, como,2774, nsw,19221020,6629558
 corey, feeney,2, forbes street, milamba, suffolk park,2049, nsw,19670414,9098376
 jacob, badalassi,7, patey street, summer hill, surfers paradise,4035, nsw,19171217,9068304
 mikaela, mccarthy,62, derrington crescent, john curtin hostel, denistone east,3564, vic,19811001,8749270
 madison, mcgregor,15, godfrey street, springdale, mount pleasant,2049, wa,19230420,2493506
 nicholas, mcneill,16, taylor place, tunis, bacchus marsh,6019, nsw,19800829,4524218
 montanna, dicks,224, totterdell street, quarter deck, toorak,3024, qld,19571101,7774754
 shane, milburn,4, topp place, north nowra shopping centre, gunalda,2257, vic,19300311,7717125
 kylee, clarke,57, pethebridge street, lansdowne, normanville,2034, qld,19000930,3275236
 harrison, burman,24, la perouse street, bypass road, yarrawonga,2122, vic,19531122,8916268
 chloe, bryce-watson,9, kelleway avenue, environganic farm, dutton park,2144, nsw,19720802,2226510
 claudia, damianos,19, noarlunga crescent, woodcrest, wellard,2230, nsw,19780811,1802317
 hannah, maynard,3, fizelle place, oaklands village, toowoomba,2340, sa,19971104,3318159
 tegan, galbraith,130, pinkerton circuit, kellhaven, altona meadows,6020, wa,19850912,9290065
 andrew, reid,51, arndell street, ocean hunter, eastwood,4054, qld, ,4475335
 isaac, riddell,20, ern florence crescent, villa 147 henry kendall bayside, concord west,5042, nsw,19210805,7044469
 cameron, dolejs,17, medley street, merrangbauer park, prospect,4812, nsw,19250828,8585817
 harrison, snelling,50, sproule circuit, yalkara, emerald,4226, nsw,19410412,1348871
 jamie, death,2, galway place, wylarah, werribee south,3356, nsw,19650829,3127934
 jessica, blake,112, gardiner street, jemaree, cronulla,6525, qld,19871021,2057337
 alessandra, van groesen, , arthur circle, hse 4, o'connor,3040, sa, ,5885340
 joel, badger,75, blamey crescent, brookfields, broadford,4807, qld,19791106,2164581
 joshua, holmyard,87, darwin place, victoria mill estate, dover,2287, vic,19710810,5679774
 matthew, green,57, howitt street, , ,4740, wa,19861119,3767916
 nicholas, eglinton,13, newdegate street, villa 2, elwood,4061, nsw,19680630,7806235
 flynn, bishop,16, solomon crescent, , burwood,4165, qld,19270515,3604457
 niamh, kingsley,36, badimara street, warrowitue, eastwood,2220, vic,19060707,5893180
 fergus, sunderland,88, wilson crescent, dunbar heights, whalan,6060, ,19591210,4398162
 joshua, edmeades,10, bonney street, , birkdale,3730, nsw,19350621,1358747
 skye, clarke,11, buik place, , northbridge,2225, nsw,19260328,6512778
 luke, harrington,80, jaeger circuit, montrose, hughes,4215, nsw,19340611,4560409
 nicholas, wilde,46, renny place, golden ponds, leongatha,4153, vic,19961119,7886527
 amelia, millar,2, coglin place, hmas cerberus, burrum heads,4157, vic,19361218,5479529
 sophie, creagh,39, maplestone place, berkeley vlge, mansfield,5108, vic,19221207,5082702
 damien, webb,34, molesworth street, fairfield housing bg, werribee south,2448, qld,19440826,5682631
 connor, trait,6, lane place, sun city resort, leichhardt,3337, vic,19150208,1776479
 wil, araya,57, sandover circuit, , belmont,4220, wa,19770709,
 rebecca, white,34, wilkins street, , campbelltown,5038, vic,19040710,7459820
 patrick, green,88, kelsall place, killarney east, rose bay,5108, nsw,19151112,5843260
 michael, goldsworthy,2, forbes street, wdgee street, tarragindi,2604, vic,19540317,3675381
 isaac, clarke,17, leonard close, highpoint, bundaberg north,7310, tas,19361017,4346183
 gabrielle, blake,360, hardwick crescent, carramar home, camp hill,2010, qld,19960302,5207765
 caitlyn, clarke, , streeter place, riverside plaza, port lincoln,2090, sa,19420124,1250298
 ruby, matthews,15, chauncy crescent, kildrummie, armidale,3616, sa,19060824,1111899
 stella, rogan,22, wattle street, flr 5 john flynn medical centre, strathalbyn,2289, qld,19690311,1379241
 teegan, gaskin,10, maclagan street, the lodge, spearwood,2765, nsw,19880727,8091072
 alexandra, margush,15, inkster street, st agnes vlg, carrum,3930, qld,19060712,9221028
 charlie, browne,33, rivers street, rowethorpe, east hills,2539, sa,19360722,3866237
 , white,28, young street, ripplevale, maydena,3102, nsw,19260930,2545305
 alice, roman,10, throsby crescent, navillus, bourke,6233, nsw,19991123,3858979
 joshua, wardle,13, pennefather street, greenlake, joondanna,2605, act,19450501,4072887
 timothy, gilley,29, coghlan street, vinder lodge, magill,2197, nsw,19790709,5268628
 travis, egan,62, rochford street, shamrock vale, yanco,3241, nsw,19490603,2814414
 ruby, matthiessen,35, strickland crescent, the willows, harbord,6007, nsw,19430527,7279879
 emiily, paterson,7, gruner street, platina, seaforth,5157, vic,19840318,7177837
 jayden, clarke,31, balanu place, , rainworth,6151, nsw,19870321,6103878
 thomas, haggett,858, nangi place, rheo bland, jesmond,3172, vic,19040405,2872424
 adam, cordingley,50, chandler street, kenbar, duncraig,3915, vic,19000322,2892892
 ned, clarke,11, london circuit, villa 5, carnegie,5073, wa,19740801,4238081
 alexander, kerslake,8, lipscomb place, fm 627, ascot park,2036, wa,19120211,9737053
 marlee, boss,16, slessor crescent, north arm, ballarat,2134, sa,19940504,2633944
 mitchell, crossman,75, wakefield garden, fairburn park, charlestown,3995, vic,19751101,4081790
 kiarnee, gail,54, max henry crescent, gainsbury (cnr waldegrove r road, emerald,5162, nsw,19060223,5762709
 diamond, branston,124, longstaff street, two sticks estate, grenfell,3108, nsw,19720728,7015483
 keira, lowe,15, morant circuit, wilding, warburton,4061, qld,19900523,4044906
 jacob, watts-endresz,6, maranoa street, rubern cottage, cowra,2046, qld,19400708,4839960
 cade, newport, , britten-jones drive, the park, warnbro,2261, qld, ,2081552
 evan, heerey,74, banjine street, ochre, gawler east,2750, nsw,19170811,7838600
 catherine, bartel,9, tyson street, rosedale, concord,2650, vic,19080828,9115067
 joshua, crosswell,49, batchelor street, kurrajong, mirboo north,2259, sa,19161010,9285169
 sophie, mason,101, lendon place, mt pleasant, ashgrove,4005, wa,19411215,9349267
 kira, mac an,5, groom place, doctors flat, wategos beach,4207, vic,19341108,7247594
 caleb, mckane,21, lochee place, toowoomba, landsdale,3083, nsw,19370320,3598063
 caitlin, hingston,29, braine street, , willagee,6020, nsw,19980805,7044257
 arren, matthews, , coombe street, ballyboy, wahroonga,3617, nsw,19860121,8047381
 mia, white,6, national circuit, sec 301, narembeen,2765, nsw,19130418,5053650
 stephanie, tuckwell,6, weddin circuit, hillside farm, scarborough,4152, sa,19920918,9299910
 nathan, chorley,931, mockridge crescent, rosedale, laverton,4061, vic,19300730,6046935
 william, everett,12, callabonna street, fernbank, bull creek,7184, tas,19921006,2805780
 carly, herbert,9, darwinia terrace, strathalan homes, lalor,2212, vic,19561119,6065655
 layla, donaldson,5, kater place, parry house, burwood east,5251, qld,19730408,5189661
 vanessa, bishop,5, pethebridge street, willaroo, burnett heads,6167, qld,19780125,9592570
 xani, caruana,9, ordell street, lachlan view, wynyard,2170, qld,19840619,2057736
 michael, fullwood,8, dixon drive, tewantin plaza, wanneroo,2831, qld,19060113,9672570
 harrison, thaker,31, foveaux street, the meadows, orange,5453, nsw,19960724,9919852
 ruby, beattie,2, , gnorang, bayonet head,3021, nt,19400303,8128223
 david, pestka,95, tadgell place, belgrave, abbotsford,4717, nsw,19980517,5698675
 jenna, salas,2, tasman place, kinvarra, netherby,3820, qld,19490605,1868937
 kyle, kowtun,69, hambidge crescent, , frankston,3056, wa,19380303,2024772
 mitchell, white,2, denovan circuit, bracken leigh, mill park,6210, nsw,19681012,1236544
 katharine, penno,91, cuthbert circuit, brentwood vlge, long jetty,3215, qld,19491225,1089142
 makayla, malpas,255, hallen close, musgrave house, sippy downs,4214, nsw,19361113,9173799
 beau, zeitzen-van der burg,32, william webb drive, kilnsey, bundaberg,6489, nsw,19500927,5594467
 ruby, acciairresa,4, broad place, rowan lodge, wamberal,3431, nsw,19250609,7388992
 lucy, hassall,84, kulgera street, orchid square, northbridge,2580, nsw,19150908,8007265
 , beattie,56, howchin place, , mount isa,3912, vic,19980913,3509530
 lewis, dorsey,50, schomburgk street, deltroit station, woy woy,2650, vic, ,5250955
 joel, dixon,19, callister crescent, glenmore, burpengary,3190, nsw,19810902,7849806
 jasper, bysord,5, cann close, , boondall,7120, qld,19570724,7152705
 george, sherriff,25, hemmings crescent, melody cottage, geraldton,3019, qld,19650627,2285850
 olivia, woodstock,209, , edinburgh caravan, orelia,2370, qld,19191127,2364919
 harry, cure,4, sugarloaf circuit, beaudesert caravan park, parkdale,2448, vic,19601222,1947985
 luke, dinh,80, rischbieth crescent, rooganore, spearwood,4053, vic,19120208,7700965
 meagan, kelakios,14, boolimba crescent, chain gate, robina,2036, vic,19130619,6854344
 caitlin, white,174, collyburl crescent, , kurwongbah,2456, nsw,19431207,2627787
 charlotte, maier,30, mountain creek road, frost mews, eight mile plains,4160, ,19820325,2565331
 keeley, heron,60, krichauff street, , bonnyrigg,3021, nsw,19191230,5319794
 , nguyen,9, chaseling street, , burwood east,2122, qld,19400119,4833200
 teaha, lowe,3, crocker place, rosetta village, colac,3058, vic,19411021,1890695
 alana, mcgregor,8, chandler street, loughmore, blue rocks,5081, nsw,19841227,3230948
 thomas, wasley,4, tantangara street, eden park, frankston,5086, wa,19170505,7062733
 brody, berry,98, edwards street, medical centre, albion park rail,3660, vic,19620118,4534503
 aidan, white,16, brunton street, rosetta village, frankston,2800, vic,19731009,6366377
 jaden, jessup, , rubbo crescent, glendas, gosford east,5641, qld,19030304,8577794
 william, apted,101, woralul street, brentwood vlge, padstow,5290, nsw,19770910,2734917
 casey, fitzpatrick,34, hugh mckay crescent, glass house, hamilton,4178, nsw,19320411,3603845
 eloise, afford,188, denny street, fairfield housing bg, caves beach,2118, nsw,19090702,8884493
 aliza, white,356, petterd street, wemyss, mosman,3183, vic,19660226,7732220
 tommy, green,122, nanima road, port 44, lower templestowe,6064, vic,19901006,6395834
 jesse, rankine,977, mcgivern crescent, minoru, salisbury heights,4228, qld,19720216,2225890
 , ryan,42, beazley crescent, shaudell, torquay,830, sa,19820718,9041824
 jayden, gazzola,23, temperley street, star court arcade, dorrigo,2035, qld,19560809,7207945
 mya, hoffman,757, cantor crescent, largo, kallista,5033, wa,19440312,2516740
 serena, webb,9, , aptmnt 2, tin can bay,2540, qld,19770422,3504192
 carla, matthews,3, waramanga place, maculata, humpty doo,3064, wa,19480730,5223185
 nicholas, hassall,8, laughton street, anzac house (cnr archer s street, highton,3028, sa,19040622,3632388
 chelsea, blake,21, chandler street, extension, swan hill,2360, nsw,19831115,2342307
 shelbey, green,122, edmondson street, green desert, tannalo,2145, vic,19101201,9171137
 emiily, campbell,13, beazley crescent, cameroo, leichhardt,2759, qld,19250103,2816217
 jack, roles,22, musson close, glen ayre, coledale,3977, wa,19650917,8518344
 jory, chandler,5, wearing street, , chester hill,2113, nsw,19381011,2421676
 max, lund,5, syme crescent, broome vacation village, aspley,6111, nsw,19011228,2696750
 harriet, clarke,6, tanumbirini street, r s l retrmnt vlge, burleigh waters,2305, nsw,19590810,5578997
 mitchell, havelberg,2, dempster place, stonehouse, barwon heads,2750, nsw,19480510,7123931
 andrew, large,29, swainsona street, buena vista, bicton,6022, qld,19800804,9892920
 julia, webb,86, english court, benachie, south grafton,4740, nsw,19700225,1675991
 alex, fitzpatrick,28, vancouver street, c/-the student village, coomalbidgup,2229, nsw,19240702,4146666
 noah, george,3, steinwedel street, glendale stud, gumdale,6020, vic,19270723,7682028
 lucy, easling,97, mimosa close, the old parsonage, manyana,3016, ,19810520,5467025
 rachel, elstob,3, mullan street, , ivanhoe,4350, sa,19570111,5616006
 , ryan,17, nelson place, toowoomba, croydon north,860, ,19610701,2369541
 nicolas, bartel,160, furphy place, bridgewater estate, ekibin,3630, nt,19890220,2422771
 brianna, dixon,18, staaten crescent, buckhobble, greensborough,3013, nsw,19860928,4919547
 kayla, ottens,5, mollison street, the mall springwood, rossmoyne,6285, act,19110325,1782013
 sarah, handel,356, twelve trees crescent, maclee, brooloo,4111, nsw,19311009,8033344
 danielle, clarke,7, port jackson circuit, goyder centre, hoppers crossing,6108, nsw,19810727,9407324
 william, tangallpalla,166, lachlan street, minnawarra farm, stanhope gardens,7008, nsw,19320616,9859566
 madison, coltman,5, cowlishaw street, tathra river est, goonellabah,3075, vic,19560602,2561010
 ruby, white,37, archer street, collier park vlge, whyalla,3341, vic,19920824,7891103
 nicholas, mcveigh,23, boolimba crescent, young retirement village, st kilda east,4224, qld,19341207,1581884
